PAGE,SECTION
Page 303,"25.4 Total Internal Reflection 20 . Verify that the critical angle for light going from water to air is 48.6º48.6º, as discussed at the end of Example 25.4, regarding the critical angle for light traveling in a polystyrene (a type of plastic) pipe surrounded by air. 48.6º48.6º 21 . (a) At the end of  Example 25.4, it was stated that the critical angle for light going from diamond to air is 24.4º24.4º. Verify this. (b) What is the critical angle for light going from zircon to air? 24.4º24.4º . An optical fiber uses flint glass clad with crown glass. What is the critical angle? 23 . At what minimum angle will you get total internal reflection of light traveling in water and reflected from ice? . Suppose you are using total internal reflection to make an efficient corner reflector. If there is air outside and the incident angle is 45.0º45.0º, what must be the minimum index of refraction of the material from which the reflector is made? 45.0º45.0º 25 . You can determine the index of refraction of a substance by determining its critical angle. (a) What is the index of refraction of a substance that has a critical angle of 68.4º68.4º when submerged in water? What is the substance, based on Table 25.1? (b) What would the critical angle be for this substance in air? 68.4º68.4º . A ray of light, emitted beneath the surface of an unknown liquid with air above it, undergoes total internal reflection as shown in Figure 25.53. What is the index of refraction for the liquid and its likely identification? Figure 25.53 A light ray inside a liquid strikes the surface at the critical angle and undergoes total internal reflection. 27 . A light ray entering an optical fiber surrounded by air is first refracted and then reflected as shown in Figure 25.54. Show that if the fiber is made from crown glass, any incident ray will be totally internally reflected. Figure 25.54 A light ray enters the end of a fiber, the surface of which is perpendicular to its sides. Examine the conditions under which it may be totally internally reflected."
Page 303,"25.5 Dispersion: The Rainbow and Prisms 28 . (a) What is the ratio of the speed of red light to violet light in diamond, based on Table 25.2? (b) What is this ratio in polystyrene? (c) Which is more dispersive? . A beam of white light goes from air into water at an incident angle of 75.0º75.0º. At what angles are the red (660 nm) and violet (410 nm) parts of the light refracted? 75.0º75.0º 30 . By how much do the critical angles for red (660 nm) and violet (410 nm) light differ in a diamond surrounded by air? . (a) A narrow beam of light containing yellow (580 nm) and green (550 nm) wavelengths goes from polystyrene to air, striking the surface at a 30.0º30.0º incident angle. What is the angle between the colors when they emerge? (b) How far would they have to travel to be separated by 1.00 mm? 30.0º30.0º 32 . A parallel beam of light containing orange (610 nm) and violet (410 nm) wavelengths goes from fused quartz to water, striking the surface between them at a 60.0º60.0º incident angle. What is the angle between the two colors in water? 60.0º60.0º . A ray of 610 nm light goes from air into fused quartz at an incident angle of 55.0º55.0º. At what incident angle must 470 nm light enter flint glass to have the same angle of refraction? 55.0º55.0º 34 . A narrow beam of light containing red (660 nm) and blue (470 nm) wavelengths travels from air through a 1.00 cm thick flat piece of crown glass and back to air again. The beam strikes at a 30.0º30.0º incident angle. (a) At what angles do the two colors emerge? (b) By what distance are the red and blue separated when they emerge? 30.0º30.0º . A narrow beam of white light enters a prism made of crown glass at a 45.0º45.0º incident angle, as shown in Figure 25.55. At what angles, θRθR and θVθV, do the red (660 nm) and violet (410 nm) components of the light emerge from the prism? 45.0º45.0º θRθR θVθV Figure 25.55 This prism will disperse the white light into a rainbow of colors. The incident angle is 45.0º45.0º, and the angles at which the red and violet light emerge are θRθR and θVθV."
Page 303,"25.6 Image Formation by Lenses 36 . What is the power in diopters of a camera lens that has a 50.0 mm focal length? . Your camera’s zoom lens has an adjustable focal length ranging from 80.0 to 200 mm. What is its range of powers? 38 . What is the focal length of 1.75 D reading glasses found on the rack in a pharmacy? . You note that your prescription for new eyeglasses is –4.50 D. What will their focal length be? 40 . How far from the lens must the film in a camera be, if the lens has a 35.0 mm focal length and is being used to photograph a flower 75.0 cm away? Explicitly show how you follow the steps in the Problem-Solving Strategy for lenses. . A certain slide projector has a 100 mm focal length lens. (a) How far away is the screen, if a slide is placed 103 mm from the lens and produces a sharp image? (b) If the slide is 24.0 by 36.0 mm, what are the dimensions of the image? Explicitly show how you follow the steps in the Problem-Solving Strategy for lenses. . A doctor examines a mole with a 15.0 cm focal length magnifying glass held 13.5 cm from the mole (a) Where is the image? (b) What is its magnification? (c) How big is the image of a 5.00 mm diameter mole? . How far from a piece of paper must you hold your father’s 2.25 D reading glasses to try to burn a hole in the paper with sunlight? 44 . A camera with a 50.0 mm focal length lens is being used to photograph a person standing 3.00 m away. (a) How far from the lens must the film be? (b) If the film is 36.0 mm high, what fraction of a 1.75 m tall person will fit on it? (c) Discuss how reasonable this seems, based on your experience in taking or posing for photographs. . A camera lens used for taking close-up photographs has a focal length of 22.0 mm. The farthest it can be placed from the film is 33.0 mm. (a) What is the closest object that can be photographed? (b) What is the magnification of this closest object? 46 . Suppose your 50.0 mm focal length camera lens is 51.0 mm away from the film in the camera. (a) How far away is an object that is in focus? (b) What is the height of the object if its image is 2.00 cm high? . (a) What is the focal length of a magnifying glass that produces a magnification of 3.00 when held 5.00 cm from an object, such as a rare coin? (b) Calculate the power of the magnifier in diopters. (c) Discuss how this power compares to those for store-bought reading glasses (typically 1.0 to 4.0 D). Is the magnifier’s power greater, and should it be? 48 . What magnification will be produced by a lens of power –4.00 D (such as might be used to correct myopia) if an object is held 25.0 cm away? . In Example 25.7, the magnification of a book held 7.50 cm from a 10.0 cm focal length lens was found to be 4.00. (a) Find the magnification for the book when it is held 8.50 cm from the magnifier. (b) Do the same for when it is held 9.50 cm from the magnifier. (c) Comment on the trend in m as the object distance increases as in these two calculations. 50 . Suppose a 200 mm focal length telephoto lens is being used to photograph mountains 10.0 km away. (a) Where is the image? (b) What is the height of the image of a 1000 m high cliff on one of the mountains? . A camera with a 100 mm focal length lens is used to photograph the sun and moon. What is the height of the image of the sun on the film, given the sun is 1.40×106 km1.40×106 km in diameter and is 1.50×108 km1.50×108 km away? 1.40×106 km1.40×106 km 1.50×108 km1.50×108 km 52 . Combine thin lens equations to show that the magnification for a thin lens is determined by its focal length and the object distance and is given by m=f/f−dom=f/f−do. m=f/f−dom=f/f−do"
Page 303,"25.7 Image Formation by Mirrors . What is the focal length of a makeup mirror that has a power of 1.50 D? 54 . Some telephoto cameras use a mirror rather than a lens. What radius of curvature mirror is needed to replace a 800 mm focal length telephoto lens? . (a) Calculate the focal length of the mirror formed by the shiny back of a spoon that has a 3.00 cm radius of curvature. (b) What is its power in diopters? 56 . Find the magnification of the heater element in Example 25.9. Note that its large magnitude helps spread out the reflected energy. . What is the focal length of a makeup mirror that produces a magnification of 1.50 when a person’s face is 12.0 cm away? Explicitly show how you follow the steps in the Problem-Solving Strategy for Mirrors. 58 . A shopper standing 3.00 m from a convex security mirror sees his image with a magnification of 0.250. (a) Where is his image? (b) What is the focal length of the mirror? (c) What is its radius of curvature? Explicitly show how you follow the steps in the Problem-Solving Strategy for Mirrors. . An object 1.50 cm high is held 3.00 cm from a person’s cornea, and its reflected image is measured to be 0.167 cm high. (a) What is the magnification? (b) Where is the image? (c) Find the radius of curvature of the convex mirror formed by the cornea. (Note that this technique is used by optometrists to measure the curvature of the cornea for contact lens fitting. The instrument used is called a keratometer, or curve measurer.) 60 . Ray tracing for a flat mirror shows that the image is located a distance behind the mirror equal to the distance of the object from the mirror. This is stated di=–dodi=–do, since this is a negative image distance (it is a virtual image). (a) What is the focal length of a flat mirror? (b) What is its power? di=–dodi=–do . Show that for a flat mirror hi=hohi=ho, knowing that the image is a distance behind the mirror equal in magnitude to the distance of the object from the mirror. hi=hohi=ho 62 . Use the law of reflection to prove that the focal length of a mirror is half its radius of curvature. That is, prove that f=R/2f=R/2. Note this is true for a spherical mirror only if its diameter is small compared with its radius of curvature. f=R/2f=R/2 . Referring to the electric room heater considered in the first example in this section, calculate the intensity of IR radiation in W/m2W/m2 projected by the concave mirror on a person 3.00 m away. Assume that the heating element radiates 1500 W and has an area of 100 cm2100 cm2, and that half of the radiated power is reflected and focused by the mirror. W/m2W/m2 100 cm2100 cm2 64 . Consider a 250-W heat lamp fixed to the ceiling in a bathroom. If the filament in one light burns out then the remaining three still work. Construct a problem in which you determine the resistance of each filament in order to obtain a certain intensity projected on the bathroom floor. The ceiling is 3.0 m high. The problem will need to involve concave mirrors behind the filaments. Your instructor may wish to guide you on the level of complexity to consider in the electrical components. . Critical Thinking Light composed of multiple frequencies passes through crown glass. (a) How much faster does the violet component of the light with a wavelength of 410 nm travel in the crown glass than the component of orange light with a wavelength of 610 nm? (b) In a mechanical situation with friction, the longer one surface moves relative to the other, the more the friction acts, slowing the relative motion during the process. Is this the same for light in a medium? (c) In a mechanical situation, it is possible for friction to stop the motion if it occurs over a long enough path. Is this the same for light in a medium? (d) In a mechanical friction situation, once the object slows it will not increase in speed once the friction no longer acts unless another force is present. If a light ray exits a medium into a vacuum, will it go back to a speed of c even though that would be an increase in speed not caused by an additional force? Critical Thinking"
Page 305,"By the end of this section, you will be able to:"
Page 305,"Look at the central transparent area of someone’s eye, the pupil, in normal room light. Estimate the diameter of the pupil. Now turn off the lights and darken the room. After a few minutes turn on the lights and promptly estimate the diameter of the pupil. What happens to the pupil as the eye adjusts to the room light? Explain your observations."
Page 306,"By the end of this section, you will be able to:"
Page 306,"What power of spectacle lens is needed to correct the vision of a nearsighted person whose far point is 30.0 cm? Assume the spectacle (corrective) lens is held 1.50 cm away from the eye by eyeglass frames. You want this nearsighted person to be able to see very distant objects clearly. That means the spectacle lens must produce an image 30.0 cm from the eye for an object very far away. An image 30.0 cm from the eye will be 28.5 cm to the left of the spectacle lens (see Figure 26.6). Therefore, we must get di=−28.5 cmdi=−28.5 cm when do≈∞do≈∞. The image distance is negative, because it is on the same side of the spectacle as the object. di=−28.5 cmdi=−28.5 cm do≈∞do≈∞ Since didi and dodo are known, the power of the spectacle lens can be found using P=1do+1diP=1do+1di as written earlier: didi dodo P=1do+1diP=1do+1di 26.9 Since 1/∞ = 01/∞ = 0, we obtain: 1/∞ = 01/∞ = 0 26.10 The negative power indicates a diverging (or concave) lens, as expected. The spectacle produces a case 3 image closer to the eye, where the person can see it. If you examine eyeglasses for nearsighted people, you will find the lenses are thinnest in the center. Additionally, if you examine a prescription for eyeglasses for nearsighted people, you will find that the prescribed power is negative and given in units of diopters."
Page 307,"By the end of this section, you will be able to:"
Page 307,"We have already noted that color is associated with the wavelength of visible electromagnetic radiation. When our eyes receive pure-wavelength light, we tend to see only a few colors. Six of these (most often listed) are red, orange, yellow, green, blue, and violet. These are the rainbow of colors produced when white light is dispersed according to different wavelengths. There are thousands of other hues that we can perceive. These include brown, teal, gold, pink, and white. One simple theory of color vision implies that all these hues are our eye’s response to different combinations of wavelengths. This is true to an extent, but we find that color perception is even subtler than our eye’s response for various wavelengths of light. hues The two major types of light-sensing cells (photoreceptors) in the retina are rods and cones. Rods are more sensitive than cones by a factor of about 1000 and are solely responsible for peripheral vision as well as vision in very dark environments. They are also important for motion detection. There are about 120 million rods in the human retina. Rods do not yield color information. You may notice that you lose color vision when it is very dark, but you retain the ability to discern grey scales. rods and cones Figure 26.10 (a) All photoreceptors have inner segments containing the nucleus and other important organelles and outer segments with membrane arrays containing the photosensitive opsin molecules. Rod outer segments are long columnar shapes with stacks of membrane-bound discs that contain the rhodopsin pigment. Cone outer segments are short, tapered shapes with folds of membrane in place of the discs in the rods. (b) Tissue of the retina shows a dense layer of nuclei of the rods and cones. LM × 800. (Micrograph provided by the Regents of University of Michigan Medical School © 2012) Take-Home Experiment: Rods and Cones Cones are most concentrated in the fovea, the central region of the retina. There are no rods here. The fovea is at the center of the macula, a 5 mm diameter region responsible for our central vision. The cones work best in bright light and are responsible for high resolution vision. There are about 6 million cones in the human retina. There are three types of cones, and each type is sensitive to different ranges of wavelengths, as illustrated in Figure 26.11. A simplified theory of color vision is that there are three primary colors corresponding to the three types of cones. The thousands of other hues that we can distinguish among are created by various combinations of stimulations of the three types of cones. Color television uses a three-color system in which the screen is covered with equal numbers of red, green, and blue phosphor dots. The broad range of hues a viewer sees is produced by various combinations of these three colors. For example, you will perceive yellow when red and green are illuminated with the correct ratio of intensities. White may be sensed when all three are illuminated. Then, it would seem that all hues can be produced by adding three primary colors in various proportions. But there is an indication that color vision is more sophisticated. There is no unique set of three primary colors. Another set that works is yellow, green, and blue. A further indication of the need for a more complex theory of color vision is that various different combinations can produce the same hue. Yellow can be sensed with yellow light, or with a combination of red and green, and also with white light from which violet has been removed. The three-primary-colors aspect of color vision is well established; more sophisticated theories expand on it rather than deny it. simplified theory of color vision Figure 26.11 The image shows the relative sensitivity of the three types of cones, which are named according to wavelengths of greatest sensitivity. Rods are about 1000 times more sensitive, and their curve peaks at about 500 nm. Evidence for the three types of cones comes from direct measurements in animal and human eyes and testing of people with color blindness. Consider why various objects display color—that is, why are feathers blue and red in a crimson rosella? The true color of an object is defined by its absorptive or reflective characteristics. Figure 26.12 shows white light falling on three different objects, one pure blue, one pure red, and one black, as well as pure red light falling on a white object. Other hues are created by more complex absorption characteristics. Pink, for example on a galah cockatoo, can be due to weak absorption of all colors except red. An object can appear a different color under non-white illumination. For example, a pure blue object illuminated with pure red light will appear black, because it absorbs all the red light falling on it. But, the true color of the object is blue, which is independent of illumination. Figure 26.12 Absorption characteristics determine the true color of an object. Here, three objects are illuminated by white light, and one by pure red light. White is the equal mixture of all visible wavelengths; black is the absence of light. Similarly, light sources have colors that are defined by the wavelengths they produce. A helium-neon laser emits pure red light. In fact, the phrase “pure red light” is defined by having a sharp constrained spectrum, a characteristic of laser light. The Sun produces a broad yellowish spectrum, fluorescent lights emit bluish-white light, and incandescent lights emit reddish-white hues as seen in Figure 26.13. As you would expect, you sense these colors when viewing the light source directly or when illuminating a white object with them. All of this fits neatly into the simplified theory that a combination of wavelengths produces various hues. Take-Home Experiment: Exploring Color Addition This activity is best done with plastic sheets of different colors as they allow more light to pass through to our eyes. However, thin sheets of paper and fabric can also be used. Overlay different colors of the material and hold them up to a white light. Using the theory described above, explain the colors you observe. You could also try mixing different crayon colors. Figure 26.13 Emission spectra for various light sources are shown. Curve A is average sunlight at Earth’s surface, curve B is light from a fluorescent lamp, and curve C is the output of an incandescent light. The spike for a helium-neon laser (curve D) is due to its pure wavelength emission. The spikes in the fluorescent output are due to atomic spectra—a topic that will be explored later."
Page 307,
Page 307,"The eye-brain color-sensing system can, by comparing various objects in its view, perceive the true color of an object under varying lighting conditions—an ability that is called color constancy. We can sense that a white tablecloth, for example, is white whether it is illuminated by sunlight, fluorescent light, or candlelight. The wavelengths entering the eye are quite different in each case, as the graphs in Figure 26.13 imply, but our color vision can detect the true color by comparing the tablecloth with its surroundings. color constancy Theories that take color constancy into account are based on a large body of anatomical evidence as well as perceptual studies. There are nerve connections among the light receptors on the retina, and there are far fewer nerve connections to the brain than there are rods and cones. This means that there is signal processing in the eye before information is sent to the brain. For example, the eye makes comparisons between adjacent light receptors and is very sensitive to edges as seen in Figure 26.14. Rather than responding simply to the light entering the eye, which is uniform in the various rectangles in this figure, the eye responds to the edges and senses false darkness variations. Figure 26.14 The importance of edges is shown. Although the grey strips are uniformly shaded, as indicated by the graph immediately below them, they do not appear uniform at all. Instead, they are perceived darker on the dark side and lighter on the light side of the edge, as shown in the bottom graph. This is due to nerve impulse processing in the eye. One theory that takes various factors into account was advanced by Edwin Land (1909 – 1991), the creative founder of the Polaroid Corporation. Land proposed, based partly on his many elegant experiments, that the three types of cones are organized into systems called retinexes. Each retinex forms an image that is compared with the others, and the eye-brain system thus can compare a candle-illuminated white table cloth with its generally reddish surroundings and determine that it is actually white. This retinex theory of color vision is an example of modified theories of color vision that attempt to account for its subtleties. One striking experiment performed by Land demonstrates that some type of image comparison may produce color vision. Two pictures are taken of a scene on black-and-white film, one using a red filter, the other a blue filter. Resulting black-and-white slides are then projected and superimposed on a screen, producing a black-and-white image, as expected. Then a red filter is placed in front of the slide taken with a red filter, and the images are again superimposed on a screen. You would expect an image in various shades of pink, but instead, the image appears to humans in full color with all the hues of the original scene. This implies that color vision can be induced by comparison of the black-and-white and red images. Color vision is not completely understood or explained, and the retinex theory is not totally accepted. It is apparent that color vision is much subtler than what a first look might imply. retinexes retinex theory of color vision"
Page 308,"By the end of this section, you will be able to:"
Page 308,The overall magnification of a multiple-element system is the product of the individual magnifications of its elements.
Page 309,"By the end of this section, you will be able to:"
Page 310,"By the end of this section, you will be able to:"
Page 312,26.1 Physics of the Eye
Page 312,26.2 Vision Correction
Page 312,26.3 Color and Color Vision
Page 312,26.4 Microscopes
Page 312,26.5 Telescopes
Page 312,26.6 Aberrations
Page 313,"26.1 Physics of the Eye 1 . If the lens of a person’s eye is removed because of cataracts (as has been done since ancient times), why would you expect a spectacle lens of about 16 D to be prescribed? 2 . A cataract is cloudiness in the lens of the eye. Is light dispersed or diffused by it? 3 . When laser light is shone into a relaxed normal-vision eye to repair a tear by spot-welding the retina to the back of the eye, the rays entering the eye must be parallel. Why? 4 . How does the power of a dry contact lens compare with its power when resting on the tear layer of the eye? Explain. 5 . Why is your vision so blurry when you open your eyes while swimming under water? How does a face mask enable clear vision?"
Page 313,"1 . If the lens of a person’s eye is removed because of cataracts (as has been done since ancient times), why would you expect a spectacle lens of about 16 D to be prescribed?"
Page 313,"26.2 Vision Correction 6 . It has become common to replace the cataract-clouded lens of the eye with an internal lens. This intraocular lens can be chosen so that the person has perfect distant vision. Will the person be able to read without glasses? If the person was nearsighted, is the power of the intraocular lens greater or less than the removed lens? 7 . If the cornea is to be reshaped (this can be done surgically or with contact lenses) to correct myopia, should its curvature be made greater or smaller? Explain. Also explain how hyperopia can be corrected. 8 . If there is a fixed percent uncertainty in LASIK reshaping of the cornea, why would you expect those people with the greatest correction to have a poorer chance of normal distant vision after the procedure? 9 . A person with presbyopia has lost some or all of the ability to accommodate the power of the eye. If such a person’s distant vision is corrected with LASIK, will she still need reading glasses? Explain."
Page 313,"26.3 Color and Color Vision 10 . A pure red object on a black background seems to disappear when illuminated with pure green light. Explain why. 11 . What is color constancy, and what are its limitations? 12 . There are different types of color blindness related to the malfunction of different types of cones. Why would it be particularly useful to study those rare individuals who are color blind only in one eye or who have a different type of color blindness in each eye? 13 . Propose a way to study the function of the rods alone, given they can sense light about 1000 times dimmer than the cones."
Page 313,"26.4 Microscopes 14 . Geometric optics describes the interaction of light with macroscopic objects. Why, then, is it correct to use geometric optics to analyse a microscope’s image? 15 . The image produced by the microscope in Figure 26.16 cannot be projected. Could extra lenses or mirrors project it? Explain. 16 . Why not have the objective of a microscope form a case 2 image with a large magnification? (Hint: Consider the location of that image and the difficulty that would pose for using the eyepiece as a magnifier.) 17 . What advantages do oil immersion objectives offer? 18 . How does the NANA of a microscope compare with the NANA of an optical fiber? NANA NANA"
Page 313,"26.5 Telescopes 19 . If you want your microscope or telescope to project a real image onto a screen, how would you change the placement of the eyepiece relative to the objective?"
Page 313,26.6 Aberrations 20 . List the various types of aberrations. What causes them and how can each be reduced?
Page 314,"26.1 Physics of the Eye Unless otherwise stated, the lens-to-retina distance is 2.00 cm. . What is the power of the eye when viewing an object 50.0 cm away? 2 . Calculate the power of the eye when viewing an object 3.00 m away. . (a) The print in many books averages 3.50 mm in height. How high is the image of the print on the retina when the book is held 30.0 cm from the eye? (b) Compare the size of the print to the sizes of rods and cones in the fovea and discuss the possible details observable in the letters. (The eye-brain system can perform better because of interconnections and higher order image processing.) 4 . Suppose a certain person’s visual acuity is such that he can see objects clearly that form an image 4.00 μm4.00 μm high on his retina. What is the maximum distance at which he can read the 75.0 cm high letters on the side of an airplane? 4.00 μm4.00 μm . People who do very detailed work close up, such as jewellers, often can see objects clearly at much closer distance than the normal 25 cm. (a) What is the power of the eyes of a woman who can see an object clearly at a distance of only 8.00 cm? (b) What is the size of an image of a 1.00 mm object, such as lettering inside a ring, held at this distance? (c) What would the size of the image be if the object were held at the normal 25.0 cm distance?"
Page 314,. What is the power of the eye when viewing an object 50.0 cm away?
Page 314,"26.2 Vision Correction . What is the far point of a person whose eyes have a relaxed power of 50.5 D? 7 . What is the near point of a person whose eyes have an accommodated power of 53.5 D? . (a) A laser vision correction reshaping the cornea of a myopic patient reduces the power of his eye by 9.00 D, with a ±5.0%±5.0% uncertainty in the final correction. What is the range of diopters for spectacle lenses that this person might need after LASIK procedure? (b) Was the person nearsighted or farsighted before the procedure? How do you know? ±5.0%±5.0% 9 . In a LASIK vision correction, the power of a patient’s eye is increased by 3.00 D. Assuming this produces normal close vision, what was the patient’s near point before the procedure? . What was the previous far point of a patient who had laser vision correction that reduced the power of her eye by 7.00 D, producing normal distant vision for her? 11 . A severely myopic patient has a far point of 5.00 cm. By how many diopters should the power of his eye be reduced in laser vision correction to obtain normal distant vision for him? . A student’s eyes, while reading the blackboard, have a power of 51.0 D. How far is the board from his eyes? 13 . The power of a physician’s eyes is 53.0 D while examining a patient. How far from her eyes is the feature being examined? . A young woman with normal distant vision has a 10.0% ability to accommodate (that is, increase) the power of her eyes. What is the closest object she can see clearly? 15 . The far point of a myopic administrator is 50.0 cm. (a) What is the relaxed power of their eyes? (b) If they have the normal 8.00% ability to accommodate, what is the closest object they can see clearly? . A very myopic man has a far point of 20.0 cm. What power contact lens (when on the eye) will correct his distant vision? 17 . Repeat the previous problem for eyeglasses held 1.50 cm from the eyes. . A myopic person sees that their contact lens prescription is  –4.00 D–4.00 D. What is their far point? –4.00 D–4.00 D 19 . Repeat the previous problem for glasses that are 1.75 cm from the eyes. . The contact lens prescription for a mildly farsighted person is 0.750 D, and the person has a near point of 29.0 cm. What is the power of the tear layer between the cornea and the lens if the correction is ideal, taking the tear layer into account? 21 . A nearsighted man cannot see objects clearly beyond 20 cm from his eyes.  How close must he stand to a mirror in order to see what he is doing when he shaves? . A teacher sees that a child’s contact lens prescription is 0.750 D. What is the child’s near point? 23 . Repeat the previous problem for glasses that are 2.20 cm from the eyes. . The contact lens prescription for a nearsighted person is –4.00 D–4.00 D and the person has a far point of 22.5 cm. What is the power of the tear layer between the cornea and the lens if the correction is ideal, taking the tear layer into account? –4.00 D–4.00 D 25 . Unreasonable Results Unreasonable Results A boy has a near point of 50 cm and a far point of 500 cm. Will a –4.00 D–4.00 D lens correct his far point to infinity? –4.00 D–4.00 D"
Page 314,"26.4 Microscopes . A microscope with an overall magnification of 800 has an objective that magnifies by 200. (a) What is the magnification of the eyepiece? (b) If there are two other objectives that can be used, having magnifications of 100 and 400, what other total magnifications are possible? 27 . (a) What magnification is produced by a 0.150 cm focal length microscope objective that is 0.155 cm from the object being viewed? (b) What is the overall magnification if an 8×8×  eyepiece (one that produces a magnification of 8.00) is used? 8×8× . (a) Where does an object need to be placed relative to a microscope for its 0.500 cm focal length objective to produce a magnification of  –400–400? (b) Where should the 5.00 cm focal length eyepiece be placed to produce a further fourfold (4.00) magnification? –400–400 29 . You switch from a 1.40NA60×1.40NA60× oil immersion objective to a 1.40NA60×1.40NA60× oil immersion objective. What are the acceptance angles for each? Compare and comment on the values. Which would you use first to locate the target area on your specimen? 1.40NA60×1.40NA60× 1.40NA60×1.40NA60× . An amoeba is 0.305 cm away from the 0.300 cm focal length objective lens of a microscope. (a) Where is the image formed by the objective lens? (b) What is this image’s magnification? (c) An eyepiece with a 2.00 cm focal length is placed 20.0 cm from the objective. Where is the final image? (d) What magnification is produced by the eyepiece? (e) What is the overall magnification? (See Figure 26.16.) 31 . You are using a standard microscope with a  0.10NA4×0.10NA4× objective and switch to a 0.65NA40×0.65NA40×  objective. What are the acceptance angles for each? Compare and comment on the values. Which would you use first to locate the target area on of your specimen?  (See Figure 26.17.) 0.10NA4×0.10NA4× 0.65NA40×0.65NA40× 32 . Unreasonable Results Unreasonable Results Your friends show you an image through a microscope. They tell you that the microscope has an objective with a 0.500 cm focal length and an eyepiece with a 5.00 cm focal length. The resulting overall magnification is 250,000. Are these viable values for a microscope?"
Page 314,"26.5 Telescopes Unless otherwise stated, the lens-to-retina distance is 2.00 cm. . What is the angular magnification of a telescope that has a 100 cm focal length objective and a 2.50 cm focal length eyepiece? 34 . Find the distance between the objective and eyepiece lenses in the telescope in the above problem needed to produce a final image very far from the observer, where vision is most relaxed. Note that a telescope is normally used to view very distant objects. . A large reflecting telescope has an objective mirror with a 10.0 m10.0 m radius of curvature. What angular magnification does it produce when a 3.00 cm focal length eyepiece is used? 10.0 m10.0 m 36 . A small telescope has a concave mirror with a 2.00 m radius of curvature for its objective. Its eyepiece is a 4.00 cm focal length lens. (a) What is the telescope’s angular magnification? (b) What angle is subtended by a 25,000 km diameter sunspot? (c) What is the angle of its telescopic image? . A 7.5×7.5× binocular produces an angular magnification of −7.50−7.50, acting like a telescope. (Mirrors are used to make the image upright.) If the binoculars have objective lenses with a 75.0 cm focal length, what is the focal length of the eyepiece lenses? 7.5×7.5× −7.50−7.50 38 . Construct Your Own Problem Construct Your Own Problem Consider a telescope of the type used by Galileo, having a convex objective and a concave eyepiece as illustrated in Figure 26.23(a). Construct a problem in which you calculate the location and size of the image produced. Among the things to be considered are the focal lengths of the lenses and their relative placements as well as the size and location of the object. Verify that the angular magnification is greater than one. That is, the angle subtended at the eye by the image is greater than the angle subtended by the object."
Page 314,"26.6 Aberrations . Integrated Concepts Integrated Concepts (a) During laser vision correction, a brief burst of 193 nm ultraviolet light is projected onto the cornea of the patient. It makes a spot 1.00 mm in diameter and deposits 0.500 mJ of energy. Calculate the depth of the layer ablated, assuming the corneal tissue has the same properties as water and is initially at 34.0ºC34.0ºC. The tissue’s temperature is increased to  100ºC100ºC and evaporated without further temperature increase. 34.0ºC34.0ºC 100ºC100ºC (b) Does your answer imply that the shape of the cornea can be finely controlled? . Critical Thinking A microscope has the objective lens 6.00 mm from an object. The focal length of the objective lens is 4.00 mm. The eyepiece has a focal length of 50.0 mm and is initially 25.0 mm from the objective lens. (a) The objective lens is moved to 5.00 mm from the objective, effectively lengthening the microscope. How does this affect the magnification of the microscope? (b) Does moving the objective increase closer to the object increase or decrease the magnification, or does it remain the same? (c) Do you think moving the objective from 6 mm to 7 mm from the object will increase or decrease the magnification of the microscope, or will it likely remain the same? (d) What indicates whether the image is upright or inverted? Critical Thinking"
Page 316,"By the end of this section, you will be able to:"
Page 316,"The most certain indication of a wave is interference. This wave characteristic is most prominent when the wave interacts with an object that is not large compared with the wavelength. Interference is observed for water waves, sound waves, light waves, and (as we will see in Special Relativity) for matter waves, such as electrons scattered from a crystal."
Page 317,"By the end of this section, you will be able to:"
Page 318,"By the end of this section, you will be able to:"
Page 318,"Look at a light, such as a street lamp or incandescent bulb, through the narrow gap between two fingers held close together. What type of pattern do you see? How does it change when you allow the fingers to move a little farther apart? Is it more distinct for a monochromatic source, such as the yellow light from a sodium vapor lamp, than for an incandescent bulb?"
Page 319,"By the end of this section, you will be able to:"
Page 319,"The spacing dd of the grooves in a CD or DVD can be well determined by using a laser and the equation dsinθ=mλ,form=0,1,–1,2,–2,…dsinθ=mλ,form=0,1,–1,2,–2,…. However, we can still make a good estimate of this spacing by using white light and the rainbow of colors that comes from the interference. Reflect sunlight from a CD onto a wall and use your best judgment of the location of a strongly diffracted color to find the separation dd. dd dsinθ=mλ,form=0,1,–1,2,–2,…dsinθ=mλ,form=0,1,–1,2,–2,… dd"
Page 320,"By the end of this section, you will be able to:"
